item_id,zh_name,en_name,category,in_game,wiki_title,wiki_path,icon_url,local_path,source,license,distributable,resolve_method
grass,草方块,Grass Block,block,True,草方块,https://zh.minecraft.wiki/w/%E8%8D%89%E6%96%B9%E5%9D%97,https://zh.minecraft.wiki/images/Grass_Block_JE7_BE6.png?d27c1,cache/restricted/grass.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Grass_Block.png
dirt,泥土,Dirt,block,True,泥土,https://zh.minecraft.wiki/w/%E6%B3%A5%E5%9C%9F,https://zh.minecraft.wiki/images/Dirt_JE2_BE2.png?a4b3d,cache/restricted/dirt.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Dirt.png
stone,石头,Stone,block,True,石头,https://zh.minecraft.wiki/w/%E7%9F%B3%E5%A4%B4,https://zh.minecraft.wiki/images/Stone_JE5_BE3.png?33434,cache/restricted/stone.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone.png
wood,原木,Oak Log,block,True,原木,https://zh.minecraft.wiki/w/%E5%8E%9F%E6%9C%A8,https://zh.minecraft.wiki/images/Oak_Log_Axis_Y_JE5_BE3.png?da15a,cache/restricted/wood.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Oak_Log.png
planks,木板,Oak Planks,block,True,木板,https://zh.minecraft.wiki/w/%E6%9C%A8%E6%9D%BF,https://zh.minecraft.wiki/images/Oak_Planks_JE9_BE3.png?2a459,cache/restricted/planks.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Oak_Planks.png
leaves,树叶,Oak Leaves,block,True,树叶,https://zh.minecraft.wiki/w/%E6%A0%91%E5%8F%B6,https://zh.minecraft.wiki/images/Oak_Leaves_JE4.png?77e67,cache/restricted/leaves.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Oak_Leaves.png
sand,沙子,Sand,block,True,沙子,https://zh.minecraft.wiki/w/%E6%B2%99%E5%AD%90,https://zh.minecraft.wiki/images/Sand_JE5_BE3.png?97c2c,cache/restricted/sand.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Sand.png
water,水,Water,block,True,水,https://zh.minecraft.wiki/w/%E6%B0%B4,https://zh.minecraft.wiki/images/Water_JE16.png?6cccc,cache/restricted/water.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Water.png
bricks,石砖,Stone Bricks,block,True,石砖,https://zh.minecraft.wiki/w/%E7%9F%B3%E7%A0%96,https://zh.minecraft.wiki/images/Stone_Bricks_JE3_BE2.png?e3b13,cache/restricted/bricks.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Bricks.png
glass,玻璃,Glass,block,True,玻璃,https://zh.minecraft.wiki/w/%E7%8E%BB%E7%92%83,https://zh.minecraft.wiki/images/Glass_JE4_BE4.png?ead50,cache/restricted/glass.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Glass.png
coal_ore,煤矿石,Coal Ore,ore,True,煤矿石,https://zh.minecraft.wiki/w/%E7%85%A4%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Coal_Ore_JE5_BE4.png?a343c,cache/restricted/coal_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Coal_Ore.png
copper_ore,铜矿石,Copper Ore,ore,True,铜矿石,https://zh.minecraft.wiki/w/%E9%93%9C%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Copper_Ore_JE2_BE2.png?b6ae0,cache/restricted/copper_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Copper_Ore.png
iron_ore,铁矿石,Iron Ore,ore,True,铁矿石,https://zh.minecraft.wiki/w/%E9%93%81%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Iron_Ore_JE6_BE4.png?92763,cache/restricted/iron_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Ore.png
gold_ore,金矿石,Gold Ore,ore,True,金矿石,https://zh.minecraft.wiki/w/%E9%87%91%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Gold_Ore_JE7_BE4.png?dd555,cache/restricted/gold_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Gold_Ore.png
diamond_ore,钻石矿石,Diamond Ore,ore,True,钻石矿石,https://zh.minecraft.wiki/w/%E9%92%BB%E7%9F%B3%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Diamond_Ore_JE5_BE5.png?73a76,cache/restricted/diamond_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Ore.png
lapis_ore,青金石矿,Lapis Lazuli Ore,ore,True,青金石矿石,https://zh.minecraft.wiki/w/%E9%9D%92%E9%87%91%E7%9F%B3%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Lapis_Lazuli_Ore_JE4_BE4.png?d85b6,cache/restricted/lapis_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Lapis_Lazuli_Ore.png
redstone_ore,红石矿,Redstone Ore,ore,True,红石矿石,https://zh.minecraft.wiki/w/%E7%BA%A2%E7%9F%B3%E7%9F%BF%E7%9F%B3,https://zh.minecraft.wiki/images/Redstone_Ore_JE4_BE3.png?d2049,cache/restricted/redstone_ore.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Redstone_Ore.png
obsidian,黑曜石,Obsidian,block,True,黑曜石,https://zh.minecraft.wiki/w/%E9%BB%91%E6%9B%9C%E7%9F%B3,https://zh.minecraft.wiki/images/Obsidian_JE3_BE2.png?31e17,cache/restricted/obsidian.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Obsidian.png
crafting_table,工作台,Crafting Table,utility,True,工作台,https://zh.minecraft.wiki/w/%E5%B7%A5%E4%BD%9C%E5%8F%B0,https://zh.minecraft.wiki/images/Crafting_Table_JE4_BE3.png?738c8,cache/restricted/crafting_table.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Crafting_Table.png
furnace,熔炉,Furnace,utility,True,熔炉,https://zh.minecraft.wiki/w/%E7%86%94%E7%82%89,https://zh.minecraft.wiki/images/Furnace_%28S%29_JE8.png?fa497,cache/restricted/furnace.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Furnace.png
enchanting_table,附魔台,Enchanting Table,utility,True,附魔台,https://zh.minecraft.wiki/w/%E9%99%84%E9%AD%94%E5%8F%B0,https://zh.minecraft.wiki/images/Enchanting_Table_JE4_BE2.png?32e81,cache/restricted/enchanting_table.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Enchanting_Table.png
bookshelf,书架,Bookshelf,block,True,书架,https://zh.minecraft.wiki/w/%E4%B9%A6%E6%9E%B6,https://zh.minecraft.wiki/images/Bookshelf_JE4_BE2.png?21f85,cache/restricted/bookshelf.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Bookshelf.png
brewing_stand,酿造台,Brewing Stand,utility,True,酿造台,https://zh.minecraft.wiki/w/%E9%85%BF%E9%80%A0%E5%8F%B0,https://zh.minecraft.wiki/images/Brewing_Stand_JE4_BE3.png?2a6e0,cache/restricted/brewing_stand.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Brewing_Stand.png
torch,火把,Torch,utility,True,火把,https://zh.minecraft.wiki/w/%E7%81%AB%E6%8A%8A,https://zh.minecraft.wiki/images/Torch_JE4_BE2.png?b6520,cache/restricted/torch.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Torch.png
wool,羊毛,White Wool,block,True,羊毛,https://zh.minecraft.wiki/w/%E7%BE%8A%E6%AF%9B,https://zh.minecraft.wiki/images/White_Wool_JE2_BE2.png?281c1,cache/restricted/wool.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:White_Wool.png
bed,床,Red Bed,utility,True,床,https://zh.minecraft.wiki/w/%E5%BA%8A,https://zh.minecraft.wiki/images/Red_Bed_%28N%29_JE4.png?553e8,cache/restricted/bed.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Red_Bed.png
redstone_dust,红石粉,Redstone Dust,item,True,红石粉,https://zh.minecraft.wiki/w/%E7%BA%A2%E7%9F%B3%E7%B2%89,https://zh.minecraft.wiki/images/Redstone_Dust_JE2_BE2.png?030c0,cache/restricted/redstone_dust.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Redstone_Dust.png
lever,拉杆,Lever,utility,True,拉杆,https://zh.minecraft.wiki/w/%E6%8B%89%E6%9D%86,https://zh.minecraft.wiki/images/Lever_JE3_BE2.png?5d96e,cache/restricted/lever.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Lever.png
redstone_torch,红石火把,Redstone Torch,utility,True,红石火把,https://zh.minecraft.wiki/w/%E7%BA%A2%E7%9F%B3%E7%81%AB%E6%8A%8A,https://zh.minecraft.wiki/images/Redstone_Torch_JE5.png?86adf,cache/restricted/redstone_torch.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Redstone_Torch.png
redstone_lamp,红石灯,Redstone Lamp,block,True,红石灯,https://zh.minecraft.wiki/w/%E7%BA%A2%E7%9F%B3%E7%81%AF,https://zh.minecraft.wiki/images/Redstone_Lamp_JE3_BE2.png?41a41,cache/restricted/redstone_lamp.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Redstone_Lamp.png
stick,木棍,Stick,item,True,木棍,https://zh.minecraft.wiki/w/%E6%9C%A8%E6%A3%8D,https://zh.minecraft.wiki/images/Stick_JE1_BE1.png?2ab19,cache/restricted/stick.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stick.png
coal,煤炭,Coal,item,True,煤炭,https://zh.minecraft.wiki/w/%E7%85%A4%E7%82%AD,https://zh.minecraft.wiki/images/Coal_JE3_BE2.png?b473d,cache/restricted/coal.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Coal.png
charcoal,木炭,Charcoal,item,True,木炭,https://zh.minecraft.wiki/w/%E6%9C%A8%E7%82%AD,https://zh.minecraft.wiki/images/Charcoal_JE3_BE3.png?a0b32,cache/restricted/charcoal.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Charcoal.png
iron_ingot,铁锭,Iron Ingot,item,True,铁锭,https://zh.minecraft.wiki/w/%E9%93%81%E9%94%AD,https://zh.minecraft.wiki/images/Iron_Ingot_JE3_BE2.png?a0c64,cache/restricted/iron_ingot.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Ingot.png
gold_ingot,金锭,Gold Ingot,item,True,金锭,https://zh.minecraft.wiki/w/%E9%87%91%E9%94%AD,https://zh.minecraft.wiki/images/Gold_Ingot_JE4_BE2.png?bd10b,cache/restricted/gold_ingot.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Gold_Ingot.png
copper_ingot,铜锭,Copper Ingot,item,True,铜锭,https://zh.minecraft.wiki/w/%E9%93%9C%E9%94%AD,https://zh.minecraft.wiki/images/Copper_Ingot_JE2_BE1.png?1772e,cache/restricted/copper_ingot.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Copper_Ingot.png
diamond,钻石,Diamond,item,True,钻石,https://zh.minecraft.wiki/w/%E9%92%BB%E7%9F%B3,https://zh.minecraft.wiki/images/Diamond_JE2_BE2.png?36a4d,cache/restricted/diamond.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond.png
wooden_pickaxe,木镐,Wooden Pickaxe,tool,True,镐,https://zh.minecraft.wiki/w/%E9%95%90,https://zh.minecraft.wiki/images/Wooden_Pickaxe_JE3_BE3.png?82b30,cache/restricted/wooden_pickaxe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wooden_Pickaxe.png
stone_pickaxe,石镐,Stone Pickaxe,tool,True,镐,https://zh.minecraft.wiki/w/%E9%95%90,https://zh.minecraft.wiki/images/Stone_Pickaxe_JE2_BE2.png?47567,cache/restricted/stone_pickaxe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Pickaxe.png
iron_pickaxe,铁镐,Iron Pickaxe,tool,True,镐,https://zh.minecraft.wiki/w/%E9%95%90,https://zh.minecraft.wiki/images/Iron_Pickaxe_JE3_BE2.png?49cf2,cache/restricted/iron_pickaxe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Pickaxe.png
gold_pickaxe,金镐,Golden Pickaxe,tool,True,镐,https://zh.minecraft.wiki/w/%E9%95%90,https://zh.minecraft.wiki/images/Golden_Pickaxe_JE4_BE3.png?79864,cache/restricted/gold_pickaxe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Golden_Pickaxe.png
diamond_pickaxe,钻石镐,Diamond Pickaxe,tool,True,镐,https://zh.minecraft.wiki/w/%E9%95%90,https://zh.minecraft.wiki/images/Diamond_Pickaxe_JE3_BE3.png?40f8b,cache/restricted/diamond_pickaxe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Pickaxe.png
wooden_axe,木斧,Wooden Axe,tool,True,斧,https://zh.minecraft.wiki/w/%E6%96%A7,https://zh.minecraft.wiki/images/Wooden_Axe_JE2_BE2.png?5e2c6,cache/restricted/wooden_axe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wooden_Axe.png
stone_axe,石斧,Stone Axe,tool,True,斧,https://zh.minecraft.wiki/w/%E6%96%A7,https://zh.minecraft.wiki/images/Stone_Axe_JE2_BE2.png?9c7ef,cache/restricted/stone_axe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Axe.png
iron_axe,铁斧,Iron Axe,tool,True,斧,https://zh.minecraft.wiki/w/%E6%96%A7,https://zh.minecraft.wiki/images/Iron_Axe_JE5_BE2.png?8eaa4,cache/restricted/iron_axe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Axe.png
gold_axe,金斧,Golden Axe,tool,True,斧,https://zh.minecraft.wiki/w/%E6%96%A7,https://zh.minecraft.wiki/images/Golden_Axe_JE3_BE2.png?ed1c7,cache/restricted/gold_axe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Golden_Axe.png
diamond_axe,钻石斧,Diamond Axe,tool,True,斧,https://zh.minecraft.wiki/w/%E6%96%A7,https://zh.minecraft.wiki/images/Diamond_Axe_JE3_BE3.png?a746d,cache/restricted/diamond_axe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Axe.png
wooden_shovel,木铲,Wooden Shovel,tool,True,铲,https://zh.minecraft.wiki/w/%E9%93%B2,https://zh.minecraft.wiki/images/Wooden_Shovel_JE2_BE2.png?a78a2,cache/restricted/wooden_shovel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wooden_Shovel.png
stone_shovel,石铲,Stone Shovel,tool,True,铲,https://zh.minecraft.wiki/w/%E9%93%B2,https://zh.minecraft.wiki/images/Stone_Shovel_JE2_BE2.png?716b9,cache/restricted/stone_shovel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Shovel.png
iron_shovel,铁铲,Iron Shovel,tool,True,铲,https://zh.minecraft.wiki/w/%E9%93%B2,https://zh.minecraft.wiki/images/Iron_Shovel_JE3_BE2.png?fadf7,cache/restricted/iron_shovel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Shovel.png
gold_shovel,金铲,Golden Shovel,tool,True,铲,https://zh.minecraft.wiki/w/%E9%93%B2,https://zh.minecraft.wiki/images/Golden_Shovel_JE3_BE2.png?e3b17,cache/restricted/gold_shovel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Golden_Shovel.png
diamond_shovel,钻石铲,Diamond Shovel,tool,True,铲,https://zh.minecraft.wiki/w/%E9%93%B2,https://zh.minecraft.wiki/images/Diamond_Shovel_JE3_BE3.png?18d39,cache/restricted/diamond_shovel.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Shovel.png
wooden_sword,木剑,Wooden Sword,tool,True,剑,https://zh.minecraft.wiki/w/%E5%89%91,https://zh.minecraft.wiki/images/Wooden_Sword_JE2_BE2.png?b526d,cache/restricted/wooden_sword.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wooden_Sword.png
stone_sword,石剑,Stone Sword,tool,True,剑,https://zh.minecraft.wiki/w/%E5%89%91,https://zh.minecraft.wiki/images/Stone_Sword_JE2_BE2.png?0287a,cache/restricted/stone_sword.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Sword.png
iron_sword,铁剑,Iron Sword,tool,True,剑,https://zh.minecraft.wiki/w/%E5%89%91,https://zh.minecraft.wiki/images/Iron_Sword_JE2_BE2.png?6a66b,cache/restricted/iron_sword.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Sword.png
gold_sword,金剑,Golden Sword,tool,True,剑,https://zh.minecraft.wiki/w/%E5%89%91,https://zh.minecraft.wiki/images/Golden_Sword_JE3_BE2.png?0fcc4,cache/restricted/gold_sword.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Golden_Sword.png
diamond_sword,钻石剑,Diamond Sword,tool,True,剑,https://zh.minecraft.wiki/w/%E5%89%91,https://zh.minecraft.wiki/images/Diamond_Sword_JE3_BE3.png?7b46e,cache/restricted/diamond_sword.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Sword.png
wooden_hoe,木锄,Wooden Hoe,tool,True,锄,https://zh.minecraft.wiki/w/%E9%94%84,https://zh.minecraft.wiki/images/Wooden_Hoe_JE3_BE3.png?fce53,cache/restricted/wooden_hoe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wooden_Hoe.png
stone_hoe,石锄,Stone Hoe,tool,True,锄,https://zh.minecraft.wiki/w/%E9%94%84,https://zh.minecraft.wiki/images/Stone_Hoe_JE3_BE2.png?964d1,cache/restricted/stone_hoe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Stone_Hoe.png
iron_hoe,铁锄,Iron Hoe,tool,True,锄,https://zh.minecraft.wiki/w/%E9%94%84,https://zh.minecraft.wiki/images/Iron_Hoe_JE2_BE2.png?20976,cache/restricted/iron_hoe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Hoe.png
gold_hoe,金锄,Golden Hoe,tool,True,锄,https://zh.minecraft.wiki/w/%E9%94%84,https://zh.minecraft.wiki/images/Golden_Hoe_JE3_BE3.png?73fb2,cache/restricted/gold_hoe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Golden_Hoe.png
